account_id,account_type,customer_segment,kyc_status,account_age_days,country,region,preferred_channel,device_type,device_risk_score,login_failed_attempts,avg_monthly_txn_count,avg_monthly_amount,is_high_risk_profile,profile_created_at
C1000001197,CUSTOMER,BUSINESS,VERIFIED,419,US,International,ATM,IOS,48,3,68,10614.65,0,2024-08-29
C1000001198,CUSTOMER,PREMIUM,VERIFIED,2488,CL,International,ATM,WEB_BROWSER,16,0,3,8335.34,0,2020-10-04
C1000001199,CUSTOMER,STANDARD,VERIFIED,946,PE,Huanuco,WEB,ANDROID,56,3,27,346.4,0,2023-04-26
C1000001200,CUSTOMER,BASIC,VERIFIED,1069,PE,Cusco,MOBILE,ANDROID,9,1,106,1213.6,0,2023-11-06
C1000001201,CUSTOMER,PREMIUM,VERIFIED,580,PE,Huanuco,MOBILE,ANDROID,13,0,9,2273.21,0,2021-07-24
C1000001202,CUSTOMER,STANDARD,VERIFIED,1072,PE,Junin,WEB,ANDROID,33,0,142,798.06,0,2020-12-05
C1000001203,CUSTOMER,BASIC,VERIFIED,1142,US,International,WEB,ANDROID,22,2,52,8604.4,0,2023-03-26
C1000001204,CUSTOMER,STANDARD,VERIFIED,3609,US,International,WEB,ANDROID,40,0,25,5695.61,0,2021-06-19
C1000001205,CUSTOMER,BASIC,PENDING,2255,PE,Cusco,MOBILE,WEB_BROWSER,60,0,7,6887.67,0,2021-08-10
C1000001206,CUSTOMER,BASIC,VERIFIED,839,CO,International,ATM,WEB_BROWSER,30,0,178,2513.51,0,2020-09-09
C1000001207,CUSTOMER,PREMIUM,VERIFIED,3059,PE,Lima,MOBILE,ANDROID,19,0,116,9121.49,0,2025-05-11
C1000001208,CUSTOMER,BASIC,PENDING,2844,CO,International,MOBILE,WEB_BROWSER,78,3,44,10583.04,1,2020-12-08
C1000001209,CUSTOMER,BASIC,VERIFIED,3265,PE,Puno,MOBILE,ANDROID,22,1,30,9211.13,0,2021-11-11
C1000001210,CUSTOMER,BASIC,VERIFIED,272,US,International,MOBILE,ANDROID,50,0,74,8975.76,0,2024-11-10
C1000001211,CUSTOMER,STANDARD,VERIFIED,2119,MX,International,MOBILE,WEB_BROWSER,25,1,75,1929.72,0,2021-06-21
C1000001212,CUSTOMER,BASIC,VERIFIED,2162,CO,International,MOBILE,UNKNOWN,36,1,170,8875.78,0,2021-08-16
C1000001213,CUSTOMER,STANDARD,VERIFIED,3020,PE,Piura,MOBILE,UNKNOWN,51,0,177,1234.61,0,2022-08-18
C1000001214,CUSTOMER,STANDARD,VERIFIED,2343,PE,Junin,MOBILE,ANDROID,28,1,86,3138.8,0,2025-02-12
C1000001215,CUSTOMER,BASIC,PENDING,401,CL,International,ATM,IOS,32,0,149,11283.97,0,2025-03-16
C1000001216,CUSTOMER,STANDARD,REJECTED,1145,PE,Piura,MOBILE,WEB_BROWSER,64,0,160,2077.38,1,2022-12-21
C1000001217,CUSTOMER,STANDARD,PENDING,1828,PE,Junin,MOBILE,ANDROID,32,0,107,11868.32,0,2022-11-18
C1000001218,CUSTOMER,STANDARD,VERIFIED,3065,PE,La Libertad,MOBILE,UNKNOWN,77,1,159,10373.38,1,2020-11-11
C1000001219,CUSTOMER,BASIC,VERIFIED,3203,US,International,WEB,IOS,40,0,135,9369.02,0,2023-12-05
C1000001220,CUSTOMER,BUSINESS,VERIFIED,1273,PE,Cusco,AGENCY,ANDROID,41,2,150,3696.29,0,2023-12-28
C1000001221,CUSTOMER,BASIC,VERIFIED,1818,PE,Lima,ATM,ANDROID,41,0,125,7965.44,0,2024-09-20
C1000001222,CUSTOMER,PREMIUM,VERIFIED,3101,PE,Arequipa,WEB,UNKNOWN,52,2,30,714.13,0,2022-12-04
C1000001223,CUSTOMER,BASIC,VERIFIED,3564,CL,International,AGENCY,ANDROID,23,0,24,3715.29,0,2024-07-13
C1000001224,CUSTOMER,BASIC,PENDING,2888,PE,Arequipa,MOBILE,ANDROID,59,0,153,341.39,0,2020-10-13
C1000001225,CUSTOMER,BASIC,VERIFIED,2771,PE,Huanuco,WEB,WEB_BROWSER,64,3,155,675.7,0,2022-08-14
C1000001226,CUSTOMER,STANDARD,VERIFIED,924,PE,Lima,AGENCY,ANDROID,43,2,172,8809.15,0,2022-09-16
C1000001227,CUSTOMER,BASIC,VERIFIED,3123,PE,Cusco,MOBILE,IOS,27,2,96,1634.37,0,2025-07-08
C1000001228,CUSTOMER,STANDARD,VERIFIED,1118,PE,Junin,AGENCY,IOS,31,1,55,11555.85,0,2023-02-21
C1000001229,CUSTOMER,BASIC,VERIFIED,1447,PE,Arequipa,WEB,IOS,12,0,18,4354.71,0,2021-12-22
C1000001230,CUSTOMER,BASIC,VERIFIED,1202,PE,La Libertad,AGENCY,ANDROID,14,1,112,7011.51,0,2020-10-24
C1000001231,CUSTOMER,STANDARD,PENDING,3091,CO,International,WEB,WEB_BROWSER,85,3,106,1324.55,1,2020-09-18
C1000001232,CUSTOMER,PREMIUM,VERIFIED,1194,PE,Huanuco,MOBILE,WEB_BROWSER,43,0,132,2384.01,0,2023-05-11
C1000001233,CUSTOMER,BASIC,PENDING,803,PE,Lima,MOBILE,IOS,53,3,88,605.16,0,2022-08-12
C1000001234,CUSTOMER,BASIC,VERIFIED,2260,CL,International,MOBILE,IOS,32,2,49,8647.31,0,2022-10-23
C1000001235,CUSTOMER,BASIC,VERIFIED,383,PE,La Libertad,MOBILE,ANDROID,20,1,140,6107.79,0,2022-02-03
C1000001236,CUSTOMER,BASIC,VERIFIED,2316,PE,Junin,MOBILE,WEB_BROWSER,30,0,99,796.44,0,2022-01-03
C1000001237,CUSTOMER,STANDARD,VERIFIED,3436,PE,Lima,MOBILE,IOS,20,0,158,11674.1,0,2025-01-20
C1000001238,CUSTOMER,BASIC,VERIFIED,2485,PE,Lima,ATM,WEB_BROWSER,9,1,170,1619.49,0,2023-09-11
C1000001239,CUSTOMER,BASIC,VERIFIED,1871,PE,Arequipa,MOBILE,IOS,30,2,87,10977.46,0,2025-07-21
C1000001240,CUSTOMER,BASIC,VERIFIED,3367,PE,Piura,WEB,ANDROID,38,0,105,8340.42,0,2024-09-24
C1000001241,CUSTOMER,STANDARD,VERIFIED,971,PE,La Libertad,MOBILE,ANDROID,71,4,163,4014.37,1,2020-01-20
C1000001242,CUSTOMER,STANDARD,VERIFIED,2217,PE,Lima,MOBILE,WEB_BROWSER,23,0,23,4402.37,0,2022-06-12
C1000001243,CUSTOMER,STANDARD,VERIFIED,431,PE,La Libertad,AGENCY,ANDROID,31,3,91,10345.43,0,2020-03-01
C1000001244,CUSTOMER,BASIC,VERIFIED,736,PE,Lima,MOBILE,ANDROID,56,5,61,9825.73,1,2023-03-30
C1000001245,CUSTOMER,PREMIUM,VERIFIED,1434,PE,Puno,MOBILE,ANDROID,22,1,104,3002.82,0,2022-01-16
C1000001246,CUSTOMER,BUSINESS,VERIFIED,1776,PE,Lima,WEB,WEB_BROWSER,18,2,140,8125.97,0,2024-02-01
C1000001247,CUSTOMER,BUSINESS,VERIFIED,3088,PE,Cusco,MOBILE,ANDROID,59,3,27,1316.9,0,2022-07-01
C1000001248,CUSTOMER,STANDARD,PENDING,784,PE,Huanuco,WEB,WEB_BROWSER,44,1,130,3690.87,0,2020-11-16
C1000001249,CUSTOMER,PREMIUM,REJECTED,3155,PE,La Libertad,MOBILE,WEB_BROWSER,83,0,46,2949.61,1,2023-09-01
C1000001250,CUSTOMER,PREMIUM,PENDING,2803,PE,Piura,ATM,ANDROID,30,1,48,5502.67,0,2025-05-22
C1000001251,CUSTOMER,BASIC,VERIFIED,1162,PE,Arequipa,MOBILE,IOS,19,0,63,3315.3,0,2024-11-06
C1000001252,CUSTOMER,BASIC,PENDING,2067,MX,International,MOBILE,IOS,30,2,69,8001.15,0,2025-12-05
C1000001253,CUSTOMER,BASIC,VERIFIED,1570,CL,International,MOBILE,ANDROID,57,3,13,4113.59,0,2025-10-25
C1000001254,CUSTOMER,STANDARD,VERIFIED,3310,PE,Junin,ATM,POS,30,0,126,4414.23,0,2020-05-12
C1000001255,CUSTOMER,BASIC,VERIFIED,1568,US,International,WEB,POS,15,0,66,10536.34,0,2021-03-03
C1000001256,CUSTOMER,BASIC,VERIFIED,3252,PE,La Libertad,WEB,POS,53,0,162,8293.45,0,2024-12-17
C1000001257,CUSTOMER,STANDARD,VERIFIED,1992,PE,Puno,MOBILE,IOS,39,0,90,9558.85,0,2025-04-23
C1000001258,CUSTOMER,STANDARD,VERIFIED,478,MX,International,MOBILE,POS,37,4,145,7085.46,0,2025-01-14
C1000001259,CUSTOMER,BUSINESS,VERIFIED,2213,CL,International,MOBILE,ANDROID,24,0,56,6332.5,0,2023-02-11
C1000001260,CUSTOMER,STANDARD,VERIFIED,3616,PE,Arequipa,MOBILE,WEB_BROWSER,12,0,6,3973.9,0,2020-10-17
C1000001261,CUSTOMER,PREMIUM,VERIFIED,2178,US,International,AGENCY,WEB_BROWSER,45,1,3,5212.11,0,2021-06-02
C1000001262,CUSTOMER,STANDARD,VERIFIED,2882,PE,Puno,AGENCY,ANDROID,18,0,36,7431.18,0,2021-07-14
C1000001263,CUSTOMER,STANDARD,VERIFIED,609,PE,La Libertad,MOBILE,ANDROID,38,0,117,10868.74,0,2020-02-03
C1000001264,CUSTOMER,PREMIUM,VERIFIED,61,PE,Piura,WEB,WEB_BROWSER,31,1,150,8846.34,0,2020-06-11
C1000001265,CUSTOMER,STANDARD,PENDING,2575,PE,Cusco,MOBILE,IOS,58,1,107,2847.95,0,2025-09-24
C1000001266,CUSTOMER,BASIC,VERIFIED,3465,CO,International,MOBILE,WEB_BROWSER,49,0,32,5429.27,0,2022-02-05
C1000001267,CUSTOMER,BASIC,VERIFIED,1456,PE,Junin,AGENCY,WEB_BROWSER,53,4,80,3516.03,0,2023-10-23
C1000001268,CUSTOMER,PREMIUM,PENDING,2844,PE,La Libertad,WEB,ANDROID,38,1,5,8681.32,0,2020-03-17
C1000001269,CUSTOMER,STANDARD,PENDING,91,PE,Lima,WEB,WEB_BROWSER,55,1,173,5061.65,0,2020-07-17
C1000001270,CUSTOMER,STANDARD,VERIFIED,2253,PE,Huanuco,MOBILE,ANDROID,26,3,93,1826.09,0,2021-05-27
C1000001271,CUSTOMER,STANDARD,PENDING,133,PE,Piura,MOBILE,WEB_BROWSER,52,1,107,2976.23,0,2022-10-20
C1000001272,CUSTOMER,BASIC,VERIFIED,3192,PE,La Libertad,WEB,ANDROID,19,0,110,900.55,0,2021-07-05
C1000001273,CUSTOMER,PREMIUM,PENDING,111,PE,Lima,MOBILE,WEB_BROWSER,50,0,144,4501.03,0,2024-03-15
C1000001274,CUSTOMER,BASIC,VERIFIED,1289,PE,Lima,MOBILE,IOS,21,0,62,11247.17,0,2024-03-07
C1000001275,CUSTOMER,BASIC,VERIFIED,1617,CO,International,MOBILE,UNKNOWN,34,0,139,447.13,0,2025-05-09
C1000001276,CUSTOMER,BASIC,VERIFIED,212,PE,Cusco,MOBILE,ANDROID,53,0,139,11917.37,0,2021-12-26
C1000001277,CUSTOMER,BUSINESS,VERIFIED,661,PE,Huanuco,MOBILE,WEB_BROWSER,42,0,167,11840.76,0,2025-06-22
C1000001278,CUSTOMER,STANDARD,PENDING,3133,MX,International,MOBILE,IOS,29,1,112,1861.06,0,2024-11-29
C1000001279,CUSTOMER,PREMIUM,VERIFIED,2825,US,International,MOBILE,ANDROID,41,1,57,5955.23,0,2021-10-07
C1000001280,CUSTOMER,BASIC,VERIFIED,3382,CO,International,MOBILE,ANDROID,22,2,140,7998.05,0,2024-04-24
C1000001281,CUSTOMER,BASIC,VERIFIED,2622,US,International,MOBILE,WEB_BROWSER,43,5,133,4760.76,1,2021-04-22
C1000001282,CUSTOMER,BASIC,PENDING,3367,PE,Puno,MOBILE,ANDROID,49,1,90,9300.6,0,2025-08-08
C1000001283,CUSTOMER,BUSINESS,VERIFIED,1686,PE,Cusco,WEB,ANDROID,48,3,58,5457.26,0,2021-07-13
C1000001284,CUSTOMER,PREMIUM,VERIFIED,1739,CO,International,MOBILE,ANDROID,9,0,172,10497.39,0,2022-10-19
C1000001285,CUSTOMER,STANDARD,VERIFIED,946,CL,International,MOBILE,POS,51,0,99,8034.73,0,2021-12-28
C1000001286,CUSTOMER,STANDARD,VERIFIED,1762,PE,Junin,MOBILE,POS,42,2,111,3844.25,0,2021-04-26
C1000001287,CUSTOMER,BASIC,VERIFIED,2825,PE,Lima,MOBILE,WEB_BROWSER,27,0,139,2779.07,0,2024-09-19
C1000001288,CUSTOMER,STANDARD,VERIFIED,2625,PE,Puno,MOBILE,WEB_BROWSER,41,0,71,939.82,0,2021-12-27
C1000001289,CUSTOMER,BASIC,VERIFIED,3235,PE,Puno,AGENCY,WEB_BROWSER,41,0,79,3274.6,0,2024-11-10
C1000001290,CUSTOMER,BASIC,VERIFIED,505,PE,Puno,WEB,POS,33,1,32,9415.65,0,2020-07-01
C1000001291,CUSTOMER,STANDARD,VERIFIED,1212,PE,Junin,ATM,ANDROID,35,2,58,4567.25,0,2025-04-28
C1000001292,CUSTOMER,STANDARD,VERIFIED,2580,PE,Huanuco,WEB,WEB_BROWSER,32,1,125,7837.66,0,2020-10-04
C1000001293,CUSTOMER,STANDARD,PENDING,44,MX,International,WEB,ANDROID,83,2,65,6785.64,1,2025-09-09
C1000001294,CUSTOMER,BASIC,VERIFIED,186,CL,International,MOBILE,ANDROID,38,2,4,5334.37,0,2022-08-30
C1000001295,CUSTOMER,PREMIUM,VERIFIED,250,PE,Arequipa,MOBILE,UNKNOWN,48,0,155,4810.8,0,2023-05-06
C1000001296,CUSTOMER,BUSINESS,VERIFIED,1148,PE,Piura,ATM,UNKNOWN,69,0,10,278.03,0,2025-01-03
C1000001297,CUSTOMER,PREMIUM,VERIFIED,1155,PE,Arequipa,MOBILE,WEB_BROWSER,13,0,71,1772.52,0,2021-05-08
C1000001298,CUSTOMER,STANDARD,VERIFIED,958,PE,Cusco,WEB,POS,53,2,178,4599.42,0,2023-08-25
C1000001299,CUSTOMER,BASIC,VERIFIED,1426,US,International,MOBILE,UNKNOWN,44,1,79,8971.48,0,2023-06-30
C1000001300,CUSTOMER,STANDARD,PENDING,886,PE,Arequipa,MOBILE,WEB_BROWSER,65,1,38,3816.42,0,2024-10-10
C1000001301,CUSTOMER,STANDARD,VERIFIED,2079,PE,Lima,MOBILE,ANDROID,28,3,9,4337.85,0,2020-12-14
C1000001302,CUSTOMER,BASIC,VERIFIED,772,PE,Puno,WEB,ANDROID,22,0,162,6271.59,0,2025-01-16
C1000001303,CUSTOMER,BASIC,VERIFIED,3624,CO,International,AGENCY,ANDROID,34,1,58,6442.15,0,2021-02-24
C1000001304,CUSTOMER,STANDARD,VERIFIED,899,PE,Piura,MOBILE,ANDROID,16,0,134,9703.11,0,2022-09-14
C1000001305,CUSTOMER,STANDARD,VERIFIED,2038,MX,International,MOBILE,ANDROID,51,6,102,4928.04,1,2020-03-14
C1000001306,CUSTOMER,BASIC,PENDING,1865,PE,Junin,AGENCY,ANDROID,43,1,83,200.68,0,2024-09-27
C1000001307,CUSTOMER,STANDARD,VERIFIED,2830,PE,Huanuco,ATM,ANDROID,29,1,77,6362.9,0,2022-06-12
C1000001308,CUSTOMER,STANDARD,VERIFIED,1771,PE,Lima,MOBILE,IOS,33,2,135,8219.81,0,2024-04-15
C1000001309,CUSTOMER,PREMIUM,PENDING,164,PE,La Libertad,WEB,ANDROID,34,0,97,3861.55,0,2021-10-24
C1000001310,CUSTOMER,PREMIUM,REJECTED,2257,PE,Cusco,MOBILE,IOS,54,1,36,2596.77,1,2020-11-12
C1000001311,CUSTOMER,BASIC,VERIFIED,2132,PE,La Libertad,WEB,ANDROID,37,5,74,7337.58,1,2023-09-07
C1000001312,CUSTOMER,STANDARD,REJECTED,978,PE,Arequipa,MOBILE,ANDROID,75,0,105,483.25,1,2024-11-10
C1000001313,CUSTOMER,STANDARD,REJECTED,1237,PE,Cusco,MOBILE,IOS,62,1,167,9497.36,1,2022-07-18
C1000001314,CUSTOMER,STANDARD,PENDING,852,PE,Puno,WEB,ANDROID,35,0,17,9963.69,0,2020-12-14
C1000001315,CUSTOMER,STANDARD,VERIFIED,1979,PE,Junin,MOBILE,ANDROID,41,6,151,316.45,1,2025-01-24
C1000001316,CUSTOMER,BASIC,REJECTED,595,PE,Piura,AGENCY,ANDROID,60,1,54,8110.62,1,2021-10-19
C1000001317,CUSTOMER,BASIC,VERIFIED,2958,PE,Lima,ATM,ANDROID,20,4,30,1482.45,0,2020-07-21
C1000001318,CUSTOMER,BASIC,VERIFIED,2881,US,International,MOBILE,ANDROID,48,1,180,11870.08,0,2022-01-31
C1000001319,CUSTOMER,BASIC,VERIFIED,2946,PE,Cusco,WEB,ANDROID,45,2,26,7757.52,0,2022-06-16
C1000001320,CUSTOMER,BASIC,VERIFIED,125,PE,La Libertad,MOBILE,ANDROID,11,0,127,10280.07,0,2024-04-27
C1000001321,CUSTOMER,STANDARD,PENDING,2354,MX,International,MOBILE,UNKNOWN,70,0,114,6652.47,1,2021-07-28
C1000001322,CUSTOMER,BASIC,VERIFIED,3285,CL,International,AGENCY,WEB_BROWSER,17,0,41,6856.54,0,2023-11-25
C1000001323,CUSTOMER,STANDARD,VERIFIED,2893,CL,International,AGENCY,ANDROID,33,0,76,953.77,0,2024-09-24
C1000001324,CUSTOMER,BASIC,VERIFIED,1445,PE,Arequipa,MOBILE,ANDROID,41,2,42,8707.83,0,2025-12-16
C1000001325,CUSTOMER,PREMIUM,VERIFIED,296,PE,Arequipa,MOBILE,ANDROID,15,0,58,2570.78,0,2022-08-22
C1000001326,CUSTOMER,BASIC,VERIFIED,2816,MX,International,AGENCY,IOS,39,2,29,6060.59,0,2021-06-14
C1000001327,CUSTOMER,BASIC,VERIFIED,3645,CL,International,MOBILE,ANDROID,19,1,41,10429.46,0,2022-01-20
C1000001328,CUSTOMER,STANDARD,VERIFIED,2604,PE,Lima,MOBILE,IOS,42,2,156,4064.61,0,2023-05-20
C1000001329,CUSTOMER,BASIC,VERIFIED,2403,PE,Junin,MOBILE,ANDROID,42,0,40,7611.74,0,2020-01-06
C1000001330,CUSTOMER,BASIC,VERIFIED,3004,PE,Piura,WEB,WEB_BROWSER,14,2,75,1458.5,0,2020-01-09
C1000001331,CUSTOMER,BUSINESS,VERIFIED,620,PE,Lima,MOBILE,WEB_BROWSER,16,0,59,9993.1,0,2021-11-27
C1000001332,CUSTOMER,BASIC,VERIFIED,2581,PE,Piura,MOBILE,IOS,22,2,131,5888.07,0,2022-07-27
C1000001333,CUSTOMER,PREMIUM,PENDING,2162,PE,Cusco,MOBILE,ANDROID,71,4,173,4693.43,1,2022-02-19
C1000001334,CUSTOMER,STANDARD,PENDING,337,PE,Piura,MOBILE,ANDROID,61,0,61,11855.58,0,2020-11-12
C1000001335,CUSTOMER,PREMIUM,VERIFIED,1510,PE,Puno,MOBILE,IOS,38,1,109,3358.62,0,2022-04-18
C1000001336,CUSTOMER,BASIC,VERIFIED,2204,PE,Junin,MOBILE,IOS,36,1,39,9989.42,0,2020-04-01
C1000001337,CUSTOMER,BASIC,VERIFIED,2532,PE,La Libertad,WEB,IOS,34,2,151,5418.02,0,2021-09-15
C1000001338,CUSTOMER,BASIC,VERIFIED,1325,PE,La Libertad,ATM,ANDROID,18,1,111,6955.19,0,2024-06-18
C1000001339,CUSTOMER,BASIC,VERIFIED,3442,PE,Lima,MOBILE,ANDROID,53,0,31,4199.85,0,2021-11-21
C1000001340,CUSTOMER,STANDARD,PENDING,1074,PE,Arequipa,WEB,WEB_BROWSER,37,1,47,1841.2,0,2020-09-10
C1000001341,CUSTOMER,PREMIUM,VERIFIED,3602,PE,Puno,MOBILE,UNKNOWN,55,0,174,4508.73,0,2021-10-25
C1000001342,CUSTOMER,STANDARD,PENDING,712,PE,Cusco,MOBILE,IOS,56,0,78,3097.95,0,2023-01-30
C1000001343,CUSTOMER,STANDARD,VERIFIED,2221,PE,Puno,WEB,ANDROID,49,4,165,11738.83,0,2025-01-14
C1000001344,CUSTOMER,STANDARD,VERIFIED,1886,PE,Piura,WEB,WEB_BROWSER,54,0,157,4067.66,0,2024-01-27
C1000001345,CUSTOMER,BASIC,PENDING,2245,CL,International,MOBILE,WEB_BROWSER,48,0,133,9573.44,0,2024-11-15
C1000001346,CUSTOMER,BASIC,VERIFIED,2738,PE,Junin,AGENCY,ANDROID,33,0,19,7650.37,0,2022-08-25
C1000001347,CUSTOMER,BASIC,REJECTED,568,PE,Arequipa,AGENCY,UNKNOWN,77,0,99,3722.85,1,2020-04-18
C1000001348,CUSTOMER,BASIC,VERIFIED,1804,PE,Arequipa,MOBILE,ANDROID,41,2,109,4911.33,0,2024-04-27
C1000001349,CUSTOMER,BASIC,VERIFIED,787,PE,La Libertad,MOBILE,ANDROID,62,5,8,10294.28,1,2023-04-03
C1000001350,CUSTOMER,PREMIUM,VERIFIED,300,PE,Arequipa,MOBILE,ANDROID,51,0,13,9751.54,0,2025-03-13
C1000001351,CUSTOMER,BASIC,VERIFIED,3229,PE,Junin,WEB,WEB_BROWSER,33,1,107,5916.3,0,2025-04-15
C1000001352,CUSTOMER,BASIC,PENDING,2325,PE,Puno,WEB,ANDROID,42,0,86,4465.36,0,2022-08-13
C1000001353,CUSTOMER,STANDARD,PENDING,3161,PE,Piura,AGENCY,ANDROID,30,0,55,6771.41,0,2021-09-25
C1000001354,CUSTOMER,STANDARD,VERIFIED,686,PE,Puno,WEB,ANDROID,10,1,116,9157.77,0,2023-09-27
C1000001355,CUSTOMER,STANDARD,PENDING,169,PE,Huanuco,WEB,ANDROID,56,0,87,4254.39,0,2023-03-14
C1000001356,CUSTOMER,STANDARD,PENDING,3515,CO,International,WEB,ANDROID,46,1,121,6686.41,0,2025-03-05
C1000001357,CUSTOMER,PREMIUM,VERIFIED,1289,PE,Junin,MOBILE,ANDROID,27,2,112,5982.27,0,2022-07-04
C1000001358,CUSTOMER,PREMIUM,VERIFIED,3199,PE,Junin,MOBILE,ANDROID,22,1,90,8761.62,0,2022-07-23
C1000001359,CUSTOMER,BASIC,VERIFIED,1161,CL,International,ATM,ANDROID,37,2,77,157.36,0,2025-11-13
C1000001360,CUSTOMER,STANDARD,VERIFIED,751,PE,Puno,MOBILE,IOS,11,1,30,6664.08,0,2024-12-26
C1000001361,CUSTOMER,BASIC,VERIFIED,2559,PE,Puno,WEB,IOS,24,0,162,2491.24,0,2022-04-15
C1000001362,CUSTOMER,BASIC,VERIFIED,2394,PE,Puno,WEB,IOS,46,1,80,10494.99,0,2024-08-21
C1000001363,CUSTOMER,BASIC,VERIFIED,936,PE,Huanuco,WEB,UNKNOWN,68,0,68,9332.08,0,2020-01-17
C1000001364,CUSTOMER,PREMIUM,VERIFIED,1080,PE,Huanuco,MOBILE,ANDROID,21,0,98,796.28,0,2023-07-20
C1000001365,CUSTOMER,PREMIUM,VERIFIED,1842,PE,Junin,WEB,IOS,38,3,154,11461.58,0,2021-07-08
C1000001366,CUSTOMER,BASIC,VERIFIED,416,PE,Cusco,MOBILE,IOS,27,1,34,10748.87,0,2024-03-06
C1000001367,CUSTOMER,BASIC,PENDING,605,PE,Junin,MOBILE,IOS,67,3,10,4806.19,0,2020-03-20
C1000001368,CUSTOMER,STANDARD,REJECTED,2853,US,International,ATM,ANDROID,97,4,177,162.66,1,2025-04-07
C1000001369,CUSTOMER,STANDARD,VERIFIED,1214,PE,Cusco,WEB,WEB_BROWSER,37,0,86,7808.71,0,2023-08-02
C1000001370,CUSTOMER,PREMIUM,VERIFIED,418,MX,International,MOBILE,ANDROID,31,1,55,3920.52,0,2020-05-16
C1000001371,CUSTOMER,PREMIUM,VERIFIED,2164,US,International,MOBILE,ANDROID,46,0,9,7432.34,0,2023-04-22
C1000001372,CUSTOMER,BASIC,VERIFIED,1397,PE,Piura,MOBILE,UNKNOWN,50,0,119,4322.17,0,2023-06-13
C1000001373,CUSTOMER,BASIC,VERIFIED,59,PE,Arequipa,MOBILE,IOS,53,4,71,6107.64,0,2025-12-30
C1000001374,CUSTOMER,STANDARD,PENDING,475,CL,International,MOBILE,ANDROID,41,0,67,3045.14,0,2024-03-23
C1000001375,CUSTOMER,BASIC,VERIFIED,1994,PE,Arequipa,WEB,ANDROID,31,0,141,9469.14,0,2020-05-11
C1000001376,CUSTOMER,STANDARD,VERIFIED,161,PE,Junin,WEB,WEB_BROWSER,54,3,65,8621.24,0,2023-10-09
C1000001377,CUSTOMER,PREMIUM,VERIFIED,383,PE,Lima,ATM,IOS,11,0,80,10712.41,0,2023-05-02
C1000001378,CUSTOMER,STANDARD,VERIFIED,1250,PE,Cusco,MOBILE,WEB_BROWSER,7,1,55,10438.8,0,2021-03-27
C1000001379,CUSTOMER,BASIC,VERIFIED,3274,US,International,AGENCY,ANDROID,11,0,158,8283.35,0,2022-05-29
C1000001380,CUSTOMER,BUSINESS,VERIFIED,3433,PE,Lima,AGENCY,WEB_BROWSER,51,3,93,6955.0,0,2022-03-11
C1000001381,CUSTOMER,STANDARD,PENDING,2367,PE,Junin,MOBILE,ANDROID,43,0,6,8502.73,0,2022-09-03
C1000001382,CUSTOMER,BASIC,VERIFIED,1530,PE,Huanuco,MOBILE,ANDROID,41,0,129,349.11,0,2025-07-25
C1000001383,CUSTOMER,BASIC,VERIFIED,245,PE,Cusco,MOBILE,WEB_BROWSER,18,0,141,10510.62,0,2024-04-27
C1000001384,CUSTOMER,PREMIUM,VERIFIED,196,MX,International,AGENCY,POS,33,0,16,8298.06,0,2024-01-29
C1000001385,CUSTOMER,BASIC,VERIFIED,1816,PE,Junin,ATM,ANDROID,27,3,93,1418.6,0,2020-05-06
C1000001386,CUSTOMER,BASIC,PENDING,1326,PE,Junin,AGENCY,IOS,39,0,143,5534.03,0,2021-10-01
C1000001387,CUSTOMER,STANDARD,VERIFIED,1174,PE,Huanuco,ATM,ANDROID,40,3,178,2904.48,0,2023-10-15
C1000001388,CUSTOMER,BASIC,PENDING,829,PE,Lima,MOBILE,WEB_BROWSER,34,0,179,6842.88,0,2025-03-12
C1000001389,CUSTOMER,BASIC,VERIFIED,3066,CL,International,ATM,WEB_BROWSER,36,0,66,6895.68,0,2022-12-08
C1000001390,CUSTOMER,PREMIUM,VERIFIED,845,PE,Cusco,MOBILE,ANDROID,12,2,154,3556.77,0,2021-06-06
C1000001391,CUSTOMER,BASIC,VERIFIED,180,PE,Huanuco,AGENCY,ANDROID,25,0,60,10861.93,0,2020-07-18
C1000001392,CUSTOMER,PREMIUM,VERIFIED,1456,PE,Junin,AGENCY,IOS,33,0,140,2114.19,0,2025-04-15
C1000001393,CUSTOMER,STANDARD,VERIFIED,1513,PE,La Libertad,MOBILE,IOS,39,0,103,9542.53,0,2023-03-26
C1000001394,CUSTOMER,PREMIUM,VERIFIED,1423,US,International,WEB,WEB_BROWSER,26,0,138,9327.05,0,2022-08-27
C1000001395,CUSTOMER,BASIC,VERIFIED,1702,CL,International,WEB,ANDROID,37,0,48,1996.93,0,2022-08-12
C1000001396,CUSTOMER,BASIC,VERIFIED,2280,PE,La Libertad,WEB,IOS,13,0,108,5441.35,0,2023-03-03
C1000001397,CUSTOMER,STANDARD,VERIFIED,2705,PE,Puno,WEB,ANDROID,48,0,167,5236.37,0,2025-03-01
C1000001398,CUSTOMER,STANDARD,VERIFIED,167,PE,Lima,WEB,IOS,41,0,173,2552.9,0,2023-09-21
C1000001399,CUSTOMER,STANDARD,VERIFIED,3357,PE,La Libertad,MOBILE,ANDROID,15,2,116,893.52,0,2024-06-28
C1000001400,CUSTOMER,BASIC,VERIFIED,2177,PE,Junin,MOBILE,ANDROID,40,3,70,1021.4,0,2020-11-22
